Year,LocationAbbr,LocationDesc,Class,Data_Value,Data_Value_Unit,Stratification1,Stratification2,Stratification3,LocationID
1999 - 2010,TX,Cooke,Cardiovascular Diseases,-34.6,%,Ages 65 years and older,White,Overall,48097
1999 - 2010,TX,Coryell,Cardiovascular Diseases,-13,%,Ages 35-64 years,Asian/Pacific Islander,Overall,48099
2010 - 2019,TX,Coryell,Cardiovascular Diseases,22.5,%,Ages 35-64 years,Asian/Pacific Islander,Overall,48099
2010 - 2019,TX,Coryell,Cardiovascular Diseases,18.4,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48099
1999 - 2010,TX,Coryell,Cardiovascular Diseases,-19.2,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48099
2010 - 2019,TX,Coryell,Cardiovascular Diseases,13,%,Ages 35-64 years,Hispanic,Overall,48099
1999 - 2010,TX,Coryell,Cardiovascular Diseases,-23.3,%,Ages 35-64 years,Hispanic,Overall,48099
1999 - 2010,TX,Coryell,Cardiovascular Diseases,-14.6,%,Ages 35-64 years,White,Overall,48099
2010 - 2019,TX,Coryell,Cardiovascular Diseases,18.8,%,Ages 35-64 years,White,Overall,48099
2010 - 2019,TX,Coryell,Cardiovascular Diseases,-8.3,%,Ages 65 years and older,Black (Non-Hispanic),Overall,48099
1999 - 2010,TX,Coryell,Cardiovascular Diseases,-31.4,%,Ages 65 years and older,Black (Non-Hispanic),Overall,48099
2010 - 2019,TX,Coryell,Cardiovascular Diseases,-9.9,%,Ages 65 years and older,Hispanic,Overall,48099
1999 - 2010,TX,Coryell,Cardiovascular Diseases,-42.1,%,Ages 65 years and older,Hispanic,Overall,48099
2010 - 2019,TX,Coryell,Cardiovascular Diseases,-6.6,%,Ages 65 years and older,White,Overall,48099
1999 - 2010,TX,Coryell,Cardiovascular Diseases,-29.4,%,Ages 65 years and older,White,Overall,48099
2010 - 2019,TX,Crane,Cardiovascular Diseases,9.5,%,Ages 35-64 years,Hispanic,Overall,48103
1999 - 2010,TX,Crane,Cardiovascular Diseases,-18.6,%,Ages 35-64 years,Hispanic,Overall,48103
1999 - 2010,TX,Crane,Cardiovascular Diseases,-16.5,%,Ages 35-64 years,White,Overall,48103
2010 - 2019,TX,Crane,Cardiovascular Diseases,19.9,%,Ages 35-64 years,White,Overall,48103
2010 - 2019,TX,Crockett,Cardiovascular Diseases,21.7,%,Ages 35-64 years,Hispanic,Overall,48105
1999 - 2010,TX,Crockett,Cardiovascular Diseases,-15.8,%,Ages 35-64 years,Hispanic,Overall,48105
2010 - 2019,TX,Crosby,Cardiovascular Diseases,16,%,Ages 35-64 years,Hispanic,Overall,48107
1999 - 2010,TX,Crosby,Cardiovascular Diseases,-22.3,%,Ages 35-64 years,Hispanic,Overall,48107
1999 - 2010,TX,Crosby,Cardiovascular Diseases,-10.7,%,Ages 35-64 years,White,Overall,48107
2010 - 2019,TX,Crosby,Cardiovascular Diseases,23.1,%,Ages 35-64 years,White,Overall,48107
2010 - 2019,TX,Crosby,Cardiovascular Diseases,-3.8,%,Ages 65 years and older,White,Overall,48107
1999 - 2010,TX,Crosby,Cardiovascular Diseases,-21.9,%,Ages 65 years and older,White,Overall,48107
2010 - 2019,TX,Culberson,Cardiovascular Diseases,7.7,%,Ages 35-64 years,Hispanic,Overall,48109
1999 - 2010,TX,Culberson,Cardiovascular Diseases,-26.7,%,Ages 35-64 years,Hispanic,Overall,48109
2010 - 2019,TX,Dallam,Cardiovascular Diseases,2.8,%,Ages 35-64 years,Hispanic,Overall,48111
1999 - 2010,TX,Dallam,Cardiovascular Diseases,-27.7,%,Ages 35-64 years,Hispanic,Overall,48111
1999 - 2010,TX,Dallam,Cardiovascular Diseases,-13.8,%,Ages 35-64 years,White,Overall,48111
2010 - 2019,TX,Dallam,Cardiovascular Diseases,6.5,%,Ages 35-64 years,White,Overall,48111
2010 - 2019,TX,Dallam,Cardiovascular Diseases,-11.4,%,Ages 65 years and older,White,Overall,48111
1999 - 2010,TX,Dallam,Cardiovascular Diseases,-28.1,%,Ages 65 years and older,White,Overall,48111
2010 - 2019,TX,Dallas,Cardiovascular Diseases,20.1,%,Ages 35-64 years,American Indian/Alaska Native,Overall,48113
1999 - 2010,TX,Dallas,Cardiovascular Diseases,-6.6,%,Ages 35-64 years,American Indian/Alaska Native,Overall,48113
1999 - 2010,TX,Dallas,Cardiovascular Diseases,-33.9,%,Ages 35-64 years,Asian/Pacific Islander,Overall,48113
2010 - 2019,TX,Dallas,Cardiovascular Diseases,12.1,%,Ages 35-64 years,Asian/Pacific Islander,Overall,48113
2010 - 2019,TX,Dallas,Cardiovascular Diseases,0.5,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48113
1999 - 2010,TX,Dallas,Cardiovascular Diseases,-36,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48113
2010 - 2019,TX,Dallas,Cardiovascular Diseases,0.7,%,Ages 35-64 years,Hispanic,Overall,48113
1999 - 2010,TX,Dallas,Cardiovascular Diseases,-31.5,%,Ages 35-64 years,Hispanic,Overall,48113
1999 - 2010,TX,Dallas,Cardiovascular Diseases,-15.5,%,Ages 35-64 years,White,Overall,48113
2010 - 2019,TX,Dallas,Cardiovascular Diseases,2.2,%,Ages 35-64 years,White,Overall,48113
2010 - 2019,TX,Dallas,Cardiovascular Diseases,-22.7,%,Ages 65 years and older,American Indian/Alaska Native,Overall,48113
1999 - 2010,TX,Dallas,Cardiovascular Diseases,-42.7,%,Ages 65 years and older,American Indian/Alaska Native,Overall,48113
2010 - 2019,TX,Dallas,Cardiovascular Diseases,-15.6,%,Ages 65 years and older,Asian/Pacific Islander,Overall,48113
1999 - 2010,TX,Dallas,Cardiovascular Diseases,-33.8,%,Ages 65 years and older,Asian/Pacific Islander,Overall,48113
2010 - 2019,TX,Dallas,Cardiovascular Diseases,-7.2,%,Ages 65 years and older,Black (Non-Hispanic),Overall,48113
1999 - 2010,TX,Dallas,Cardiovascular Diseases,-46.1,%,Ages 65 years and older,Black (Non-Hispanic),Overall,48113
2010 - 2019,TX,Dallas,Cardiovascular Diseases,-9.6,%,Ages 65 years and older,Hispanic,Overall,48113
1999 - 2010,TX,Dallas,Cardiovascular Diseases,-45.3,%,Ages 65 years and older,Hispanic,Overall,48113
2010 - 2019,TX,Dallas,Cardiovascular Diseases,-3.5,%,Ages 65 years and older,White,Overall,48113
1999 - 2010,TX,Dallas,Cardiovascular Diseases,-36.2,%,Ages 65 years and older,White,Overall,48113
2010 - 2019,TX,Dawson,Cardiovascular Diseases,15,%,Ages 35-64 years,Hispanic,Overall,48115
1999 - 2010,TX,Dawson,Cardiovascular Diseases,-21.8,%,Ages 35-64 years,Hispanic,Overall,48115
1999 - 2010,TX,Dawson,Cardiovascular Diseases,1,%,Ages 35-64 years,White,Overall,48115
2010 - 2019,TX,Dawson,Cardiovascular Diseases,19.2,%,Ages 35-64 years,White,Overall,48115
2010 - 2019,TX,Dawson,Cardiovascular Diseases,-0.3,%,Ages 65 years and older,Hispanic,Overall,48115
1999 - 2010,TX,Dawson,Cardiovascular Diseases,-34.6,%,Ages 65 years and older,Hispanic,Overall,48115
2010 - 2019,TX,Dawson,Cardiovascular Diseases,-8.2,%,Ages 65 years and older,White,Overall,48115
1999 - 2010,TX,Dawson,Cardiovascular Diseases,-19.8,%,Ages 65 years and older,White,Overall,48115
2010 - 2019,TX,Deaf Smith,Cardiovascular Diseases,-2.7,%,Ages 35-64 years,Hispanic,Overall,48117
1999 - 2010,TX,Deaf Smith,Cardiovascular Diseases,-28.8,%,Ages 35-64 years,Hispanic,Overall,48117
1999 - 2010,TX,Deaf Smith,Cardiovascular Diseases,-16.4,%,Ages 35-64 years,White,Overall,48117
2010 - 2019,TX,Deaf Smith,Cardiovascular Diseases,6.3,%,Ages 35-64 years,White,Overall,48117
2010 - 2019,TX,Deaf Smith,Cardiovascular Diseases,-9,%,Ages 65 years and older,Hispanic,Overall,48117
1999 - 2010,TX,Deaf Smith,Cardiovascular Diseases,-43.1,%,Ages 65 years and older,Hispanic,Overall,48117
2010 - 2019,TX,Deaf Smith,Cardiovascular Diseases,-3.2,%,Ages 65 years and older,White,Overall,48117
1999 - 2010,TX,Deaf Smith,Cardiovascular Diseases,-26.8,%,Ages 65 years and older,White,Overall,48117
1999 - 2010,TX,Delta,Cardiovascular Diseases,11.5,%,Ages 35-64 years,White,Overall,48119
2010 - 2019,TX,Delta,Cardiovascular Diseases,21.4,%,Ages 35-64 years,White,Overall,48119
2010 - 2019,TX,Delta,Cardiovascular Diseases,5.9,%,Ages 65 years and older,White,Overall,48119
1999 - 2010,TX,Delta,Cardiovascular Diseases,-30.8,%,Ages 65 years and older,White,Overall,48119
2010 - 2019,TX,Denton,Cardiovascular Diseases,9.7,%,Ages 35-64 years,American Indian/Alaska Native,Overall,48121
1999 - 2010,TX,Denton,Cardiovascular Diseases,-13.1,%,Ages 35-64 years,American Indian/Alaska Native,Overall,48121
1999 - 2010,TX,Denton,Cardiovascular Diseases,-32.4,%,Ages 35-64 years,Asian/Pacific Islander,Overall,48121
2010 - 2019,TX,Denton,Cardiovascular Diseases,2,%,Ages 35-64 years,Asian/Pacific Islander,Overall,48121
2010 - 2019,TX,Denton,Cardiovascular Diseases,-6.8,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48121
1999 - 2010,TX,Denton,Cardiovascular Diseases,-45.2,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48121
2010 - 2019,TX,Denton,Cardiovascular Diseases,-12.5,%,Ages 35-64 years,Hispanic,Overall,48121
1999 - 2010,TX,Denton,Cardiovascular Diseases,-36.8,%,Ages 35-64 years,Hispanic,Overall,48121
1999 - 2010,TX,Denton,Cardiovascular Diseases,-27.3,%,Ages 35-64 years,White,Overall,48121
2010 - 2019,TX,Denton,Cardiovascular Diseases,-13.5,%,Ages 35-64 years,White,Overall,48121
2010 - 2019,TX,Denton,Cardiovascular Diseases,-20.4,%,Ages 65 years and older,Asian/Pacific Islander,Overall,48121
1999 - 2010,TX,Denton,Cardiovascular Diseases,-31.6,%,Ages 65 years and older,Asian/Pacific Islander,Overall,48121
2010 - 2019,TX,Denton,Cardiovascular Diseases,-12.4,%,Ages 65 years and older,Black (Non-Hispanic),Overall,48121
1999 - 2010,TX,Denton,Cardiovascular Diseases,-48,%,Ages 65 years and older,Black (Non-Hispanic),Overall,48121
2010 - 2019,TX,Denton,Cardiovascular Diseases,-17.5,%,Ages 65 years and older,Hispanic,Overall,48121
1999 - 2010,TX,Denton,Cardiovascular Diseases,-50.4,%,Ages 65 years and older,Hispanic,Overall,48121
2010 - 2019,TX,Denton,Cardiovascular Diseases,-12.3,%,Ages 65 years and older,White,Overall,48121
1999 - 2010,TX,Denton,Cardiovascular Diseases,-46.4,%,Ages 65 years and older,White,Overall,48121
2010 - 2019,TX,DeWitt,Cardiovascular Diseases,10.2,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48123
1999 - 2010,TX,DeWitt,Cardiovascular Diseases,-9.3,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48123
2010 - 2019,TX,DeWitt,Cardiovascular Diseases,-7.9,%,Ages 35-64 years,Hispanic,Overall,48123
1999 - 2010,TX,DeWitt,Cardiovascular Diseases,-0.4,%,Ages 35-64 years,Hispanic,Overall,48123
1999 - 2010,TX,DeWitt,Cardiovascular Diseases,7.3,%,Ages 35-64 years,White,Overall,48123
2010 - 2019,TX,DeWitt,Cardiovascular Diseases,19.8,%,Ages 35-64 years,White,Overall,48123
2010 - 2019,TX,DeWitt,Cardiovascular Diseases,-23.7,%,Ages 65 years and older,Hispanic,Overall,48123
1999 - 2010,TX,DeWitt,Cardiovascular Diseases,-32.9,%,Ages 65 years and older,Hispanic,Overall,48123
2010 - 2019,TX,DeWitt,Cardiovascular Diseases,-8.8,%,Ages 65 years and older,White,Overall,48123
1999 - 2010,TX,DeWitt,Cardiovascular Diseases,-27.5,%,Ages 65 years and older,White,Overall,48123
1999 - 2010,TX,Dickens,Cardiovascular Diseases,-21,%,Ages 35-64 years,White,Overall,48125
2010 - 2019,TX,Dickens,Cardiovascular Diseases,22.1,%,Ages 35-64 years,White,Overall,48125
2010 - 2019,TX,Dimmit,Cardiovascular Diseases,19,%,Ages 35-64 years,Hispanic,Overall,48127
1999 - 2010,TX,Dimmit,Cardiovascular Diseases,-13.4,%,Ages 35-64 years,Hispanic,Overall,48127
2010 - 2019,TX,Dimmit,Cardiovascular Diseases,-5.3,%,Ages 65 years and older,Hispanic,Overall,48127
1999 - 2010,TX,Dimmit,Cardiovascular Diseases,-38.2,%,Ages 65 years and older,Hispanic,Overall,48127
1999 - 2010,TX,Donley,Cardiovascular Diseases,-30.6,%,Ages 35-64 years,White,Overall,48129
2010 - 2019,TX,Donley,Cardiovascular Diseases,29.6,%,Ages 35-64 years,White,Overall,48129
2010 - 2019,TX,Donley,Cardiovascular Diseases,-5.3,%,Ages 65 years and older,White,Overall,48129
1999 - 2010,TX,Donley,Cardiovascular Diseases,-28.8,%,Ages 65 years and older,White,Overall,48129
2010 - 2019,TX,Duval,Cardiovascular Diseases,-0.9,%,Ages 35-64 years,Hispanic,Overall,48131
1999 - 2010,TX,Duval,Cardiovascular Diseases,6.1,%,Ages 35-64 years,Hispanic,Overall,48131
2010 - 2019,TX,Duval,Cardiovascular Diseases,-11.2,%,Ages 65 years and older,Hispanic,Overall,48131
1999 - 2010,TX,Duval,Cardiovascular Diseases,-24.9,%,Ages 65 years and older,Hispanic,Overall,48131
2010 - 2019,TX,Eastland,Cardiovascular Diseases,2.1,%,Ages 35-64 years,Hispanic,Overall,48133
1999 - 2010,TX,Eastland,Cardiovascular Diseases,-21.6,%,Ages 35-64 years,Hispanic,Overall,48133
1999 - 2010,TX,Eastland,Cardiovascular Diseases,-19.7,%,Ages 35-64 years,White,Overall,48133
2010 - 2019,TX,Eastland,Cardiovascular Diseases,12.2,%,Ages 35-64 years,White,Overall,48133
2010 - 2019,TX,Eastland,Cardiovascular Diseases,-5.3,%,Ages 65 years and older,White,Overall,48133
1999 - 2010,TX,Eastland,Cardiovascular Diseases,-39.5,%,Ages 65 years and older,White,Overall,48133
1999 - 2010,TX,Ector,Cardiovascular Diseases,-20.9,%,Ages 35-64 years,Asian/Pacific Islander,Overall,48135
2010 - 2019,TX,Ector,Cardiovascular Diseases,25.6,%,Ages 35-64 years,Asian/Pacific Islander,Overall,48135
2010 - 2019,TX,Ector,Cardiovascular Diseases,11.9,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48135
1999 - 2010,TX,Ector,Cardiovascular Diseases,-27.3,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48135
2010 - 2019,TX,Ector,Cardiovascular Diseases,5.6,%,Ages 35-64 years,Hispanic,Overall,48135
1999 - 2010,TX,Ector,Cardiovascular Diseases,-7.6,%,Ages 35-64 years,Hispanic,Overall,48135
1999 - 2010,TX,Ector,Cardiovascular Diseases,-1.6,%,Ages 35-64 years,White,Overall,48135
2010 - 2019,TX,Ector,Cardiovascular Diseases,14.7,%,Ages 35-64 years,White,Overall,48135
2010 - 2019,TX,Ector,Cardiovascular Diseases,-17.8,%,Ages 65 years and older,Black (Non-Hispanic),Overall,48135
1999 - 2010,TX,Ector,Cardiovascular Diseases,-28.4,%,Ages 65 years and older,Black (Non-Hispanic),Overall,48135
2010 - 2019,TX,Ector,Cardiovascular Diseases,-24.2,%,Ages 65 years and older,Hispanic,Overall,48135
1999 - 2010,TX,Ector,Cardiovascular Diseases,-5.6,%,Ages 65 years and older,Hispanic,Overall,48135
2010 - 2019,TX,Ector,Cardiovascular Diseases,-19,%,Ages 65 years and older,White,Overall,48135
1999 - 2010,TX,Ector,Cardiovascular Diseases,-8.8,%,Ages 65 years and older,White,Overall,48135
1999 - 2010,TX,Ellis,Cardiovascular Diseases,-34.4,%,Ages 35-64 years,Asian/Pacific Islander,Overall,48139
2010 - 2019,TX,Ellis,Cardiovascular Diseases,18.7,%,Ages 35-64 years,Asian/Pacific Islander,Overall,48139
2010 - 2019,TX,Ellis,Cardiovascular Diseases,-1.1,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48139
1999 - 2010,TX,Ellis,Cardiovascular Diseases,-43.5,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48139
2010 - 2019,TX,Ellis,Cardiovascular Diseases,-5.2,%,Ages 35-64 years,Hispanic,Overall,48139
1999 - 2010,TX,Ellis,Cardiovascular Diseases,-33.2,%,Ages 35-64 years,Hispanic,Overall,48139
1999 - 2010,TX,Ellis,Cardiovascular Diseases,-31.5,%,Ages 35-64 years,White,Overall,48139
2010 - 2019,TX,Ellis,Cardiovascular Diseases,8.6,%,Ages 35-64 years,White,Overall,48139
2010 - 2019,TX,Ellis,Cardiovascular Diseases,-6.4,%,Ages 65 years and older,Black (Non-Hispanic),Overall,48139
1999 - 2010,TX,Ellis,Cardiovascular Diseases,-47.1,%,Ages 65 years and older,Black (Non-Hispanic),Overall,48139
2010 - 2019,TX,Ellis,Cardiovascular Diseases,-17.7,%,Ages 65 years and older,Hispanic,Overall,48139
1999 - 2010,TX,Ellis,Cardiovascular Diseases,-40.8,%,Ages 65 years and older,Hispanic,Overall,48139
2010 - 2019,TX,Ellis,Cardiovascular Diseases,0.4,%,Ages 65 years and older,White,Overall,48139
1999 - 2010,TX,Ellis,Cardiovascular Diseases,-44.3,%,Ages 65 years and older,White,Overall,48139
2010 - 2019,TX,El Paso,Cardiovascular Diseases,21.8,%,Ages 35-64 years,American Indian/Alaska Native,Overall,48141
1999 - 2010,TX,El Paso,Cardiovascular Diseases,-11.6,%,Ages 35-64 years,American Indian/Alaska Native,Overall,48141
1999 - 2010,TX,El Paso,Cardiovascular Diseases,-36.8,%,Ages 35-64 years,Asian/Pacific Islander,Overall,48141
2010 - 2019,TX,El Paso,Cardiovascular Diseases,23.4,%,Ages 35-64 years,Asian/Pacific Islander,Overall,48141
2010 - 2019,TX,El Paso,Cardiovascular Diseases,31.8,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48141
1999 - 2010,TX,El Paso,Cardiovascular Diseases,-18.3,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48141
2010 - 2019,TX,El Paso,Cardiovascular Diseases,10,%,Ages 35-64 years,Hispanic,Overall,48141
1999 - 2010,TX,El Paso,Cardiovascular Diseases,-23.7,%,Ages 35-64 years,Hispanic,Overall,48141
1999 - 2010,TX,El Paso,Cardiovascular Diseases,-17.3,%,Ages 35-64 years,White,Overall,48141
2010 - 2019,TX,El Paso,Cardiovascular Diseases,30.1,%,Ages 35-64 years,White,Overall,48141
2010 - 2019,TX,El Paso,Cardiovascular Diseases,-9.3,%,Ages 65 years and older,Asian/Pacific Islander,Overall,48141
1999 - 2010,TX,El Paso,Cardiovascular Diseases,-26,%,Ages 65 years and older,Asian/Pacific Islander,Overall,48141
2010 - 2019,TX,El Paso,Cardiovascular Diseases,-1.6,%,Ages 65 years and older,Black (Non-Hispanic),Overall,48141
1999 - 2010,TX,El Paso,Cardiovascular Diseases,-39.7,%,Ages 65 years and older,Black (Non-Hispanic),Overall,48141
2010 - 2019,TX,El Paso,Cardiovascular Diseases,-9.3,%,Ages 65 years and older,Hispanic,Overall,48141
1999 - 2010,TX,El Paso,Cardiovascular Diseases,-29.8,%,Ages 65 years and older,Hispanic,Overall,48141
2010 - 2019,TX,El Paso,Cardiovascular Diseases,6.2,%,Ages 65 years and older,White,Overall,48141
1999 - 2010,TX,El Paso,Cardiovascular Diseases,-34.3,%,Ages 65 years and older,White,Overall,48141
2010 - 2019,TX,Erath,Cardiovascular Diseases,6.8,%,Ages 35-64 years,Hispanic,Overall,48143
1999 - 2010,TX,Erath,Cardiovascular Diseases,-28.2,%,Ages 35-64 years,Hispanic,Overall,48143
1999 - 2010,TX,Erath,Cardiovascular Diseases,-13.8,%,Ages 35-64 years,White,Overall,48143
2010 - 2019,TX,Erath,Cardiovascular Diseases,16.2,%,Ages 35-64 years,White,Overall,48143
2010 - 2019,TX,Erath,Cardiovascular Diseases,-2.6,%,Ages 65 years and older,White,Overall,48143
1999 - 2010,TX,Erath,Cardiovascular Diseases,-27.8,%,Ages 65 years and older,White,Overall,48143
2010 - 2019,TX,Falls,Cardiovascular Diseases,-10.9,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48145
1999 - 2010,TX,Falls,Cardiovascular Diseases,2.6,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48145
2010 - 2019,TX,Falls,Cardiovascular Diseases,-17.2,%,Ages 35-64 years,Hispanic,Overall,48145
1999 - 2010,TX,Falls,Cardiovascular Diseases,0.6,%,Ages 35-64 years,Hispanic,Overall,48145
1999 - 2010,TX,Falls,Cardiovascular Diseases,-3.3,%,Ages 35-64 years,White,Overall,48145
2010 - 2019,TX,Falls,Cardiovascular Diseases,-5.5,%,Ages 35-64 years,White,Overall,48145
2010 - 2019,TX,Falls,Cardiovascular Diseases,-19.7,%,Ages 65 years and older,Black (Non-Hispanic),Overall,48145
1999 - 2010,TX,Falls,Cardiovascular Diseases,-16.3,%,Ages 65 years and older,Black (Non-Hispanic),Overall,48145
2010 - 2019,TX,Falls,Cardiovascular Diseases,-15.6,%,Ages 65 years and older,White,Overall,48145
1999 - 2010,TX,Falls,Cardiovascular Diseases,-24.6,%,Ages 65 years and older,White,Overall,48145
2010 - 2019,TX,Fannin,Cardiovascular Diseases,13.2,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48147
1999 - 2010,TX,Fannin,Cardiovascular Diseases,-19.1,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48147
2010 - 2019,TX,Fannin,Cardiovascular Diseases,-1.4,%,Ages 35-64 years,Hispanic,Overall,48147
1999 - 2010,TX,Fannin,Cardiovascular Diseases,-22.4,%,Ages 35-64 years,Hispanic,Overall,48147
1999 - 2010,TX,Fannin,Cardiovascular Diseases,3.7,%,Ages 35-64 years,White,Overall,48147
2010 - 2019,TX,Fannin,Cardiovascular Diseases,2.3,%,Ages 35-64 years,White,Overall,48147
2010 - 2019,TX,Fannin,Cardiovascular Diseases,-1.2,%,Ages 65 years and older,White,Overall,48147
1999 - 2010,TX,Fannin,Cardiovascular Diseases,-33.8,%,Ages 65 years and older,White,Overall,48147
2010 - 2019,TX,Fayette,Cardiovascular Diseases,2.4,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48149
1999 - 2010,TX,Fayette,Cardiovascular Diseases,-12.5,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48149
2010 - 2019,TX,Fayette,Cardiovascular Diseases,5.7,%,Ages 35-64 years,Hispanic,Overall,48149
1999 - 2010,TX,Fayette,Cardiovascular Diseases,-23.9,%,Ages 35-64 years,Hispanic,Overall,48149
1999 - 2010,TX,Fayette,Cardiovascular Diseases,-15.4,%,Ages 35-64 years,White,Overall,48149
2010 - 2019,TX,Fayette,Cardiovascular Diseases,12.2,%,Ages 35-64 years,White,Overall,48149
2010 - 2019,TX,Fayette,Cardiovascular Diseases,-2.8,%,Ages 65 years and older,White,Overall,48149
1999 - 2010,TX,Fayette,Cardiovascular Diseases,-26.2,%,Ages 65 years and older,White,Overall,48149
1999 - 2010,TX,Fisher,Cardiovascular Diseases,-18.5,%,Ages 35-64 years,White,Overall,48151
2010 - 2019,TX,Fisher,Cardiovascular Diseases,13.6,%,Ages 35-64 years,White,Overall,48151
2010 - 2019,TX,Fisher,Cardiovascular Diseases,-10.4,%,Ages 65 years and older,White,Overall,48151
1999 - 2010,TX,Fisher,Cardiovascular Diseases,-31.2,%,Ages 65 years and older,White,Overall,48151
2010 - 2019,TX,Floyd,Cardiovascular Diseases,8.6,%,Ages 35-64 years,Hispanic,Overall,48153
1999 - 2010,TX,Floyd,Cardiovascular Diseases,-27.2,%,Ages 35-64 years,Hispanic,Overall,48153
1999 - 2010,TX,Floyd,Cardiovascular Diseases,-15.2,%,Ages 35-64 years,White,Overall,48153
2010 - 2019,TX,Floyd,Cardiovascular Diseases,23.5,%,Ages 35-64 years,White,Overall,48153
2010 - 2019,TX,Floyd,Cardiovascular Diseases,-2.2,%,Ages 65 years and older,White,Overall,48153
1999 - 2010,TX,Floyd,Cardiovascular Diseases,-31.4,%,Ages 65 years and older,White,Overall,48153
2010 - 2019,TX,Fort Bend,Cardiovascular Diseases,17.3,%,Ages 35-64 years,American Indian/Alaska Native,Overall,48157
1999 - 2010,TX,Fort Bend,Cardiovascular Diseases,-27.8,%,Ages 35-64 years,American Indian/Alaska Native,Overall,48157
1999 - 2010,TX,Fort Bend,Cardiovascular Diseases,-45.5,%,Ages 35-64 years,Asian/Pacific Islander,Overall,48157
2010 - 2019,TX,Fort Bend,Cardiovascular Diseases,40.6,%,Ages 35-64 years,Asian/Pacific Islander,Overall,48157
2010 - 2019,TX,Fort Bend,Cardiovascular Diseases,4.1,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48157
1999 - 2010,TX,Fort Bend,Cardiovascular Diseases,-40.1,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48157
2010 - 2019,TX,Fort Bend,Cardiovascular Diseases,3.8,%,Ages 35-64 years,Hispanic,Overall,48157
1999 - 2010,TX,Fort Bend,Cardiovascular Diseases,-42.2,%,Ages 35-64 years,Hispanic,Overall,48157
1999 - 2010,TX,Fort Bend,Cardiovascular Diseases,-36.7,%,Ages 35-64 years,White,Overall,48157
2010 - 2019,TX,Fort Bend,Cardiovascular Diseases,28.5,%,Ages 35-64 years,White,Overall,48157
2010 - 2019,TX,Fort Bend,Cardiovascular Diseases,-6.8,%,Ages 65 years and older,Asian/Pacific Islander,Overall,48157
1999 - 2010,TX,Fort Bend,Cardiovascular Diseases,-42.9,%,Ages 65 years and older,Asian/Pacific Islander,Overall,48157
2010 - 2019,TX,Fort Bend,Cardiovascular Diseases,-9.8,%,Ages 65 years and older,Black (Non-Hispanic),Overall,48157
1999 - 2010,TX,Fort Bend,Cardiovascular Diseases,-46.7,%,Ages 65 years and older,Black (Non-Hispanic),Overall,48157
2010 - 2019,TX,Fort Bend,Cardiovascular Diseases,-16.1,%,Ages 65 years and older,Hispanic,Overall,48157
1999 - 2010,TX,Fort Bend,Cardiovascular Diseases,-53.9,%,Ages 65 years and older,Hispanic,Overall,48157
2010 - 2019,TX,Fort Bend,Cardiovascular Diseases,-4.3,%,Ages 65 years and older,White,Overall,48157
1999 - 2010,TX,Fort Bend,Cardiovascular Diseases,-46.7,%,Ages 65 years and older,White,Overall,48157
2010 - 2019,TX,Franklin,Cardiovascular Diseases,4.6,%,Ages 35-64 years,Hispanic,Overall,48159
1999 - 2010,TX,Franklin,Cardiovascular Diseases,-8.2,%,Ages 35-64 years,Hispanic,Overall,48159
1999 - 2010,TX,Franklin,Cardiovascular Diseases,5.3,%,Ages 35-64 years,White,Overall,48159
2010 - 2019,TX,Franklin,Cardiovascular Diseases,11.5,%,Ages 35-64 years,White,Overall,48159
2010 - 2019,TX,Franklin,Cardiovascular Diseases,-0.3,%,Ages 65 years and older,White,Overall,48159
1999 - 2010,TX,Franklin,Cardiovascular Diseases,-35.7,%,Ages 65 years and older,White,Overall,48159
2010 - 2019,TX,Freestone,Cardiovascular Diseases,4.9,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48161
1999 - 2010,TX,Freestone,Cardiovascular Diseases,-19.8,%,Ages 35-64 years,Black (Non-Hispanic),Overall,48161
2010 - 2019,TX,Freestone,Cardiovascular Diseases,0,%,Ages 35-64 years,Hispanic,Overall,48161
1999 - 2010,TX,Freestone,Cardiovascular Diseases,-21.7,%,Ages 35-64 years,Hispanic,Overall,48161
1999 - 2010,TX,Freestone,Cardiovascular Diseases,-0.4,%,Ages 35-64 years,White,Overall,48161
2010 - 2019,TX,Freestone,Cardiovascular Diseases,9,%,Ages 35-64 years,White,Overall,48161
