"RowId","YearStart","LocationAbbr","LocationDesc","DataSource","PriorityArea1","PriorityArea2","PriorityArea3","PriorityArea4","Class","Topic","Question","Data_Value_Type","Data_Value_Unit","Data_Value","Data_Value_Alt","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Break_Out_Category","Break_Out","ClassId","TopicId","QuestionId","Data_Value_TypeID","BreakOutCategoryId","BreakOutId","LocationId","GeoLocation"
NA,2016,"US","United States","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2367.6,2367.6,NA,NA,2318.3,2417.9,"Race","Unknown","C1","T1","MD101","Crude","BOC04","RAC08",59,NA
NA,2019,"IA","Iowa","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3716.6,3716.6,NA,NA,2963.8,4660.5,"Race","Other","C1","T1","MD101","Crude","BOC04","RAC07",19,"POINT (-93.81649056 42.46940091)"
NA,2016,"VT","Vermont","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Acute Myocardial Infarction (Heart Attack)","Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",539,539,NA,NA,313,928.2,"Race","Unknown","C1","T3","MD401","Crude","BOC04","RAC08",50,"POINT (-72.51764079 43.62538124)"
NA,2020,"UT","Utah","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",1814.1,1814.1,NA,NA,1399.3,2351.9,"Race","Unknown","C1","T1","MD101","Crude","BOC04","RAC08",49,"POINT (-111.5871306 39.36070017)"
NA,2019,"WA","Washington","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",3.3,3.3,NA,NA,1.7,6.3,"Race","Unknown","C1","T2","MD203","Crude","BOC04","RAC08",53,"POINT (-120.4700108 47.52227863)"
NA,2020,"CO","Colorado","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3079.3,3079.3,NA,NA,2989.1,3172.3,"Age","75+","C1","T2","MD201","Crude","BOC03","AGE08",8,"POINT (-106.1336109 38.84384076)"
NA,2017,"DC","Washington, DC","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Acute Myocardial Infarction (Heart Attack)","Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",271,271,NA,NA,203,361.8,"Race","Non-Hispanic White","C1","T3","MD401","Crude","BOC04","RAC01",11,"POINT (-77.03196113 38.89037139)"
NA,2019,"KS","Kansas","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4855,4855,NA,NA,4778,4933.3,"Race","Non-Hispanic White","C1","T1","MD101","Crude","BOC04","RAC01",20,"POINT (-98.20078123 38.3477403)"
NA,2020,"MS","Mississippi","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",6.1,6.1,NA,NA,5.5,6.7,"Gender","Male","C1","T1","MD103","Crude","BOC02","GEN01",28,"POINT (-89.53803082 32.7455101)"
NA,2021,"MO","Missouri","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4218.8,4218.8,NA,NA,3959.9,4494.6,"Race","Non-Hispanic Black","C1","T2","MD201","Crude","BOC04","RAC02",29,"POINT (-92.56630005 38.63579078)"
NA,2018,"ME","Maine","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4288.6,4288.6,NA,NA,4152.4,4429.2,"Gender","Female","C1","T1","MD101","Crude","BOC02","GEN02",23,"POINT (-68.98503134 45.25422889)"
NA,2016,"US","United States","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Heart Failure","Heart failure hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",294.2,294.2,NA,NA,277.1,312.3,"Race","Unknown","C1","T5","MD501","Crude","BOC04","RAC08",59,NA
NA,2016,"RI","Rhode Island","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.3,4.3,NA,NA,1.4,13.3,"Race","Other","C1","T1","MD103","Crude","BOC04","RAC07",44,"POINT (-71.52247031 41.70828019)"
NA,2018,"CT","Connecticut","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",2.6,2.6,NA,NA,1,7,"Race","Unknown","C1","T2","MD203","Crude","BOC04","RAC08",9,"POINT (-72.64984095 41.56266102)"
NA,2017,"IL","Illinois","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.7,4.7,NA,NA,3.2,7.1,"Race","Hispanic","C1","T2","MD203","Crude","BOC04","RAC04",17,"POINT (-88.99771018 40.48501028)"
NA,2019,"NM","New Mexico","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4073.8,4073.8,NA,NA,3940.5,4211.7,"Gender","Male","C1","T1","MD101","Crude","BOC02","GEN01",35,"POINT (-106.240581 34.52088095)"
NA,2017,"AK","Alaska","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3336.6,3336.6,NA,NA,3180.8,3500.1,"Race","Non-Hispanic White","C1","T1","MD101","Crude","BOC04","RAC01",2,"POINT (-147.722059 64.84507996)"
NA,2018,"VI","Virginia","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.8,5.8,NA,NA,5.6,6.1,"Age","75+","C1","T1","MD103","Crude","BOC03","AGE08",51,"POINT (-78.45789046 37.54268067)"
NA,2016,"RI","Rhode Island","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4587.3,4587.3,NA,NA,4396.5,4786.3,"Gender","Female","C1","T1","MD101","Crude","BOC02","GEN02",44,"POINT (-71.52247031 41.70828019)"
NA,2018,"NB","Nebraska","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2843.9,2843.9,NA,NA,2752.7,2938,"Gender","Female","C1","T2","MD201","Crude","BOC02","GEN02",31,"POINT (-99.36572062 41.64104099)"
NA,2020,"MI","Michigan","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.5,4.5,NA,NA,4.2,4.9,"Gender","Male","C1","T2","MD203","Crude","BOC02","GEN01",26,"POINT (-84.71439027 44.66131954)"
NA,2020,"SD","South Dakota","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2730.5,2730.5,NA,NA,1365.5,5459.8,"Race","Non-Hispanic Asian","C1","T1","MD101","Crude","BOC04","RAC03",46,"POINT (-100.3735306 44.35313005)"
NA,2021,"AR","Arizona","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4113,4113,NA,NA,4037.5,4189.9,"Gender","Male","C1","T1","MD101","Crude","BOC02","GEN01",4,"POINT (-111.7638113 34.86597028)"
NA,2021,"MO","Missouri","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.5,4.5,NA,NA,0.6,32.3,"Race","Hispanic","C1","T2","MD203","Crude","BOC04","RAC04",29,"POINT (-92.56630005 38.63579078)"
NA,2019,"WI","Wisconsin","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5793.1,5793.1,NA,NA,5205.6,6446.9,"Race","Other","C1","T1","MD101","Crude","BOC04","RAC07",55,"POINT (-89.81637074 44.39319117)"
NA,2017,"UT","Utah","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5,5,NA,NA,4.3,5.8,"Age","75+","C1","T1","MD103","Crude","BOC03","AGE08",49,"POINT (-111.5871306 39.36070017)"
NA,2018,"NH","New Hampshire","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4092.9,4092.9,NA,NA,3970.2,4219.5,"Gender","Female","C1","T1","MD101","Crude","BOC02","GEN02",33,"POINT (-71.50036092 43.65595011)"
NA,2021,"UT","Utah","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",3.3,3.3,NA,NA,2.7,4.1,"Age","75+","C1","T2","MD203","Crude","BOC03","AGE08",49,"POINT (-111.5871306 39.36070017)"
NA,2021,"DE","Delaware","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",2.1,2.1,NA,NA,1.1,4,"Race","Non-Hispanic Black","C1","T2","MD203","Crude","BOC04","RAC02",10,"POINT (-75.57774117 39.00883067)"
NA,2021,"NM","New Mexico","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.8,4.8,NA,NA,1.5,14.8,"Race","Unknown","C1","T1","MD103","Crude","BOC04","RAC08",35,"POINT (-106.240581 34.52088095)"
NA,2020,"MI","Michigan","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4595.5,4595.5,NA,NA,4544.1,4647.3,"Race","Non-Hispanic White","C1","T1","MD101","Crude","BOC04","RAC01",26,"POINT (-84.71439027 44.66131954)"
NA,2017,"OR","Oregon","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.5,5.5,NA,NA,4.8,6.3,"Gender","Female","C1","T2","MD203","Crude","BOC02","GEN02",41,"POINT (-120.1550313 44.56744942)"
NA,2020,"PA","Pennsylvania","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.9,4.9,NA,NA,2.7,8.9,"Race","Other","C1","T2","MD203","Crude","BOC04","RAC07",42,"POINT (-77.86070029 40.79373015)"
NA,2018,"NY","New York","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",6,6,NA,NA,5.4,6.6,"Race","Non-Hispanic Black","C1","T1","MD103","Crude","BOC04","RAC02",36,"POINT (-75.54397043 42.82700103)"
NA,2017,"NB","Nebraska","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",7.1,7.1,NA,NA,3,17.2,"Race","Unknown","C1","T1","MD103","Crude","BOC04","RAC08",31,"POINT (-99.36572062 41.64104099)"
NA,2017,"CO","Colorado","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3865.8,3865.8,NA,NA,3765.3,3969,"Age","75+","C1","T2","MD201","Crude","BOC03","AGE08",8,"POINT (-106.1336109 38.84384076)"
NA,2020,"NB","Nebraska","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.2,5.2,NA,NA,4.6,6,"Gender","Male","C1","T1","MD103","Crude","BOC02","GEN01",31,"POINT (-99.36572062 41.64104099)"
NA,2020,"HI","Hawaii","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",1968.8,1968.8,NA,NA,1842.5,2103.9,"Gender","Male","C1","T2","MD201","Crude","BOC02","GEN01",15,"POINT (-157.8577494 21.30485044)"
NA,2017,"WV","West Virginia","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.2,4.2,NA,NA,3.8,4.7,"Race","Non-Hispanic White","C1","T2","MD203","Crude","BOC04","RAC01",54,"POINT (-80.71264013 38.6655102)"
NA,2020,"DC","Washington, DC","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",0,0,NA,NA,-1,-1,"Race","Non-Hispanic Asian","C1","T2","MD203","Crude","BOC04","RAC03",11,"POINT (-77.03196113 38.89037139)"
NA,2021,"NC","North Carolina","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5,5,NA,NA,4.7,5.4,"Gender","Male","C1","T1","MD103","Crude","BOC02","GEN01",37,"POINT (-79.15925046 35.46622098)"
NA,2016,"WA","Washington","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",1688.3,1688.3,NA,NA,1462.3,1949.2,"Race","Unknown","C1","T2","MD201","Crude","BOC04","RAC08",53,"POINT (-120.4700108 47.52227863)"
NA,2019,"PA","Pennsylvania","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4630.4,4630.4,NA,NA,4577,4684.3,"Gender","Female","C1","T1","MD101","Crude","BOC02","GEN02",42,"POINT (-77.86070029 40.79373015)"
NA,2016,"SD","South Dakota","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.4,5.4,NA,NA,4.6,6.4,"Age","75+","C1","T1","MD103","Crude","BOC03","AGE08",46,"POINT (-100.3735306 44.35313005)"
NA,2021,"WI","Wisconsin","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",2.6,2.6,NA,NA,0.4,18.2,"Race","Hispanic","C1","T2","MD203","Crude","BOC04","RAC04",55,"POINT (-89.81637074 44.39319117)"
NA,2016,"WI","Wisconsin","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Acute Myocardial Infarction (Heart Attack)","Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",576.4,576.4,NA,NA,548.1,606.2,"Gender","Female","C1","T3","MD401","Crude","BOC02","GEN02",55,"POINT (-89.81637074 44.39319117)"
NA,2016,"VI","Virginia","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.3,4.3,NA,NA,4,4.6,"Gender","Female","C1","T2","MD203","Crude","BOC02","GEN02",51,"POINT (-78.45789046 37.54268067)"
NA,2016,"VT","Vermont","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",4423.8,4423.8,NA,NA,4287,4565,"Race","Non-Hispanic White","C1","T1","MD101","Crude","BOC04","RAC01",50,"POINT (-72.51764079 43.62538124)"
NA,2018,"CA","California","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3980,3980,NA,NA,3950.2,4010,"Race","Non-Hispanic White","C1","T1","MD101","Crude","BOC04","RAC01",6,"POINT (-120.9999995 37.63864012)"
NA,2021,"AR","Arkansas","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2924,2924,NA,NA,2293,3728.7,"Race","Other","C1","T2","MD201","Crude","BOC04","RAC07",5,"POINT (-92.27449074 34.74865012)"
NA,2016,"LA","Louisiana","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2742.3,2742.3,NA,NA,2225.2,3379.5,"Race","Unknown","C1","T1","MD101","Crude","BOC04","RAC08",22,"POINT (-92.44568007 31.31266064)"
NA,2016,"NJ","New Jersey","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5533.8,5533.8,NA,NA,5465.2,5603.3,"Age","75+","C1","T2","MD201","Crude","BOC03","AGE08",34,"POINT (-74.27369129 40.13057005)"
NA,2016,"UT","Utah","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2825.4,2825.4,NA,NA,2708.1,2947.7,"Gender","Male","C1","T2","MD201","Crude","BOC02","GEN01",49,"POINT (-111.5871306 39.36070017)"
NA,2017,"UT","Utah","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",4.8,4.8,NA,NA,4.3,5.5,"Race","Non-Hispanic White","C1","T1","MD103","Crude","BOC04","RAC01",49,"POINT (-111.5871306 39.36070017)"
NA,2018,"AR","Arizona","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",1658.3,1658.3,NA,NA,1330.1,2067.4,"Race","Non-Hispanic Asian","C1","T2","MD201","Crude","BOC04","RAC03",4,"POINT (-111.7638113 34.86597028)"
NA,2016,"CT","Connecticut","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Acute Myocardial Infarction (Heart Attack)","Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",355.8,355.8,NA,NA,240.4,526.5,"Race","Unknown","C1","T3","MD401","Crude","BOC04","RAC08",9,"POINT (-72.64984095 41.56266102)"
NA,2019,"AL","Alabama","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3826,3826,NA,NA,3073.1,4763.3,"Race","Other","C1","T2","MD201","Crude","BOC04","RAC07",1,"POINT (-86.63186076 32.84057112)"
NA,2018,"MO","Missouri","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5435.1,5435.1,NA,NA,5343.9,5527.9,"Age","75+","C1","T2","MD201","Crude","BOC03","AGE08",29,"POINT (-92.56630005 38.63579078)"
NA,2021,"WI","Wisconsin","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",3102,3102,NA,NA,2552.3,3769.9,"Race","Non-Hispanic Asian","C1","T2","MD201","Crude","BOC04","RAC03",55,"POINT (-89.81637074 44.39319117)"
NA,2016,"HI","Hawaii","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Acute Myocardial Infarction (Heart Attack)","Acute myocardial infarction (heart attack) hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",699.3,699.3,NA,NA,616.8,792.8,"Race","Other","C1","T3","MD401","Crude","BOC04","RAC07",15,"POINT (-157.8577494 21.30485044)"
NA,2018,"NJ","New Jersey","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5200.4,5200.4,NA,NA,5148.4,5252.9,"Race","Non-Hispanic White","C1","T1","MD101","Crude","BOC04","RAC01",34,"POINT (-74.27369129 40.13057005)"
NA,2018,"MT","Montana","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",0,0,NA,NA,-1,-1,"Race","Non-Hispanic Asian","C1","T1","MD103","Crude","BOC04","RAC03",30,"POINT (-109.4244206 47.06652897)"
NA,2017,"ID","Idaho","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",5.5,5.5,NA,NA,4.8,6.3,"Race","Non-Hispanic White","C1","T2","MD203","Crude","BOC04","RAC01",16,"POINT (-114.36373 43.68263001)"
NA,2020,"TN","Tennessee","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",1758,1758,NA,NA,1507.1,2050.7,"Race","Unknown","C1","T2","MD201","Crude","BOC04","RAC08",47,"POINT (-85.77449091 35.68094058)"
NA,2016,"WV","West Virginia","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Diseases of the Heart (Heart Disease)","Diseases of the heart (heart disease) hospitalization rate among Medicare beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",2337.7,2337.7,NA,NA,1216.3,4492.8,"Race","Non-Hispanic Asian","C1","T2","MD201","Crude","BOC04","RAC03",54,"POINT (-80.71264013 38.6655102)"
NA,2020,"AR","Arizona","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations, Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Percent (%)",3.8,3.8,NA,NA,2,7.3,"Race","Unknown","C1","T1","MD103","Crude","BOC04","RAC08",4,"POINT (-111.7638113 34.86597028)"
NA,2017,"CT","Connecticut","Medicare","None",NA,"None",NA,"Cardiovascular Diseases","Major Cardiovascular Disease","Major cardiovascular disease hospitalization rate among Medicare Fee-For-Service beneficiaries (65+); CMS Medicare","Crude","Rate per 100,000",5575.6,5575.6,NA,NA,5454.5,5699.4,"Gender","Male","C1","T1","MD101","Crude","BOC02","GEN01",9,"POINT (-72.64984095 41.56266102)"
